reg_no,name,grade,score,entries,racing_now,today_race,starts,dq,form_emoji,form_avg,retired
014842,川本 琢也,A3,72.19,武雄@10/09-10/11;四日市@10/16-10/18;名古屋@10/30-11/01,,,21,0,,4.0,
014843,峰重 祐之介,A2,83.50,武雄@10/03-10/05;名古屋@10/24-10/26,,,24,0,,3.4,
014844,三登 誉哲,A3,63.92,青森@10/14-10/16;前橋@10/21-10/23;名古屋@10/30-11/01,弥彦,弥彦Ｆ２@09/24/7R;弥彦Ｆ２@09/25/2R;弥彦Ｆ２@09/26/2R,13,0,🥺,6.6,
014845,表原 周,A1,85.38,小松島@10/03-10/05;富山@10/10-10/12,,,35,1,,3.6,
014849,宗崎 世連,A1,91.00,熊本@10/12-10/14;奈良@10/23-10/25,,,14,0,,,
014850,岡田 啓渡,A2,86.95,武雄@09/27-09/29;防府@10/04-10/06;青森@10/29-10/31,,,21,0,,4.0,
014851,横内 裕人,A2,82.94,防府@09/29-10/01;熊本@10/12-10/14;四日市@10/21-10/23,,,18,0,,4.4,
014853,中山 敬太郎,A3,63.00,武雄@10/09-10/11;川崎@10/20-10/22,,,2,0,,,
014855,東 隆之,A3,69.13,高知@10/07-10/09;名古屋@10/24-10/26,,,22,0,🥺,5.6,
014858,小原 唯志,A1,90.26,松山@10/04-10/06;川崎@10/20-10/22,青森,青森Ｆ２@09/26/5R,23,0,,4.4,
014859,小林 申太,A2,87.70,いわき平@10/04-10/06;静岡@10/15-10/17,,,24,0,,3.2,
014862,坂本 将太郎,A1,87.28,青森@09/30-10/02;富山@10/10-10/12,,,21,0,,4.0,
014866,櫻井 利之,A3,71.08,いわき平@10/04-10/06;青森@10/14-10/16,川崎,川崎Ｆ２@09/24/2R,12,0,,3.8,
014867,巴 直也,A1,84.90,いわき平@10/12-10/14;小松島@10/24-10/26,,,10,0,,4.2,
014868,小林 寛弥,A3,68.57,奈良@09/30-10/02;高知@10/07-10/09;川崎@10/20-10/22,,,21,0,,3.4,
014869,泉谷 元樹,A2,87.88,松阪@10/21-10/23,,,9,0,,,
014872,玉村 元気,A3,71.00,高知@10/07-10/09;前橋@10/21-10/23,,,6,0,,3.8,
014876,冨尾 享平,A1,80.73,佐世保@09/30-10/02;玉野@10/13-10/15;久留米@10/27-10/29,,,15,0,🥺,4.6,
014880,野見 泰要,A3,70.46,奈良@09/30-10/02;久留米@10/27-10/29,弥彦,弥彦Ｆ２@09/24/3R;弥彦Ｆ２@09/25/1R;弥彦Ｆ２@09/26/1R,30,0,,3.6,
014884,友永 龍介,A3,67.33,前橋@09/30-10/02;防府@10/23-10/25;松戸@10/30-11/01,,,21,0,🥺,5.6,
014885,戸田 康平,A3,77.77,松戸@10/03-10/05;青森@10/14-10/16;防府@10/23-10/25,,,18,0,🚀,1.8,
014887,板崎 佑矢,A2,81.75,小松島@10/03-10/05;名古屋@10/24-10/26,,,24,0,🥺,4.8,
014891,小岩 哲也,A2,82.37,武雄@10/03-10/05;佐世保@10/18-10/20,,,24,0,,4.4,
014931,横田 政直,A3,69.50,いわき平@10/04-10/06;青森@10/19-10/21,弥彦,弥彦Ｆ２@09/24/6R;弥彦Ｆ２@09/25/2R;弥彦Ｆ２@09/26/1R,18,0,🚀,3.0,
014932,浦野 慈生,A3,67.57,川崎@10/20-10/22;武雄@10/27-10/29,川崎,川崎Ｆ２@09/24/3R,19,1,🥺,4.6,
014933,奥原 亨,A2,88.08,いわき平@10/04-10/06;川崎@10/24-10/26,,,24,0,🥺,4.6,
014934,渋谷 錬,A1,88.63,前橋@10/13-10/15;小田原@10/26-10/28,,,19,1,🚀,2.6,
014937,田中 誇士,A2,85.06,いわき平@09/27-09/29;前橋@10/06-10/08;川崎@10/20-10/22,,,15,0,🚀,2.4,
014938,夏目 新吾,A2,83.77,玉野@10/13-10/15;大垣@10/22-10/24;西武園@10/30-11/01,,,18,0,,3.6,
014941,江端 隆司,A2,78.77,静岡@10/07-10/09;佐世保@10/18-10/20,岸和,岸和Ｆ１@09/26/1R,18,0,🥺,6.2,
014948,斎藤 敦,A3,68.85,久留米@10/01-10/03;大宮@10/12-10/14;宇都宮@10/30-11/01,,,20,0,,4.2,
014949,石口 慶多,A1,85.94,玉野@10/13-10/15;小田原@10/20-10/22;弥彦@10/30-11/01,別府,別府Ｆ２@09/24/9R;別府Ｆ２@09/25/9R;別府Ｆ２@09/26/8R,17,0,,3.4,
014950,市村 昌樹,A1,83.66,防府@09/29-10/01;豊橋@10/15-10/17;京王閣@10/26-10/28,,,21,0,,4.0,
014951,後藤 祐貴,A2,82.23,奈良@10/05-10/07;富山@10/17-10/19;宇都宮@10/30-11/01,,,21,0,🥺,5.0,
014952,多田 晃紀,A1,90.71,玉野@09/27-09/29;防府@10/04-10/06;豊橋@10/15-10/17;青森@10/29-10/31,,,21,0,,3.4,
014953,和田 誠寿,A1,90.04,久留米@10/01-10/03;四日市@10/16-10/18;大垣@10/27-10/29,,,21,0,🥺,4.6,
014954,日野 博幸,A1,87.92,玉野@09/27-09/29;奈良@10/05-10/07;佐世保@10/18-10/20;京王閣@10/26-10/28,,,14,0,🥺,5.2,
014958,新納 大輝,A1,,,,,0,0,,,
014979,黒川 渉,A3,70.20,奈良@10/09-10/11;四日市@10/16-10/18,,,10,0,,4.0,
014980,田原 宥明,A2,89.63,奈良@10/05-10/07;小田原@10/26-10/28,青森,青森Ｆ２@09/26/6R,19,0,,3.2,
014981,磯島 康祐,A1,91.61,川崎@10/01-10/03;武雄@10/27-10/29,,,21,0,,4.4,
014984,會澤 龍,A1,87.37,静岡@10/15-10/17;小田原@10/26-10/28,,,24,0,🚀,3.0,
014985,竹山 慶太,A1,82.75,武雄@10/03-10/05;静岡@10/15-10/17;小松島@10/24-10/26,,,12,0,,,
014986,三浦 綾,A3,69.57,松戸@10/03-10/05;前橋@10/21-10/23,弥彦,弥彦Ｆ２@09/24/5R;弥彦Ｆ２@09/25/4R;弥彦Ｆ２@09/26/6R,21,0,,4.2,
014987,門馬 琢麿,A3,69.88,川崎@10/09-10/11;富山@10/17-10/19;和歌山@10/26-10/28,弥彦,弥彦Ｆ２@09/24/5R;弥彦Ｆ２@09/25/2R,9,0,,4.0,
014988,伊早坂 駿一,A2,82.32,前橋@10/06-10/08;川崎@10/20-10/22,青森,青森Ｆ２@09/26/6R,25,0,,4.0,
014989,鈴木 豪,A2,76.95,青森@09/30-10/02;武雄@10/27-10/29,,,21,0,🥺,5.6,
014991,中島 将尊,A1,93.91,平塚@09/28-09/30;大垣@10/06-10/08;静岡@10/15-10/17;川崎@10/24-10/26,,,12,0,,3.2,
014992,楠野 史尭,A2,81.42,平塚@10/08-10/10;富山@10/17-10/19,,,7,1,,,
014993,副島 和人,A1,86.66,前橋@10/06-10/08;川崎@10/20-10/22;武雄@10/27-10/29,青森,青森Ｆ２@09/26/6R,12,0,,4.0,
014994,野口 修平,A3,,静岡@10/07-10/09;和歌山@10/26-10/28,川崎,川崎Ｆ２@09/24/7R;川崎Ｆ２@09/25/5R;川崎Ｆ２@09/26/7R,0,0,,,
014997,下岡 優季,A1,89.21,防府@10/04-10/06;熊本@10/12-10/14;宇都宮@10/30-11/01,,,23,0,,3.8,
014999,水谷 将司,A2,89.23,松山@10/04-10/06;大垣@10/27-10/29,熊本,熊本Ｆ２@09/24/6R;熊本Ｆ２@09/25/7R;熊本Ｆ２@09/26/7R,21,0,🚀,2.8,
015000,藤井 準也,A3,76.33,奈良@10/09-10/11;大宮@10/22-10/24;名古屋@10/30-11/01,,,24,0,🚀,3.0,
015003,小笹 隼人,A1,91.33,武雄@09/27-09/29;奈良@10/05-10/07;四日市@10/16-10/18,,,21,0,🥺,5.0,
015005,野口 正則,A1,91.61,佐世保@09/30-10/02;平塚@10/08-10/10,,,21,0,,4.2,
015007,岸川 哲也,A3,76.00,富山@10/17-10/19;和歌山@10/26-10/28,奈良,奈良Ｆ２@09/24/2R;奈良Ｆ２@09/25/3R;奈良Ｆ２@09/26/6R,21,0,,4.0,
015010,吉川 嘉斗,A1,89.10,小松島@10/03-10/05;熊本@10/12-10/14,,,19,0,,3.2,
015011,吉岡 伸太郎,A2,80.75,小松島@10/03-10/05;佐世保@10/18-10/20;弥彦@10/30-11/01,別府,別府Ｆ２@09/24/10R;別府Ｆ２@09/25/7R;別府Ｆ２@09/26/8R,12,0,,4.2,
015012,勝部 貴博,A2,77.66,平塚@09/28-09/30;別府@10/14-10/16;大垣@10/27-10/29,,,18,0,🥺,6.2,
015015,野口 大誠,A1,91.00,玉野@09/27-09/29;高知@10/17-10/19;武雄@10/27-10/29,,,18,0,,3.4,
015042,高橋 泰裕,A1,93.00,いわき平@10/04-10/06;青森@10/24-10/26,,,15,0,🚀,2.0,
015044,平川 雅晃,A3,71.29,松戸@10/03-10/05;川崎@10/20-10/22;名古屋@10/30-11/01,,,24,0,,3.4,
015045,大関 祐也,A2,79.62,四日市@10/07-10/09;静岡@10/15-10/17;奈良@10/23-10/25,,,24,0,🥺,6.2,
015047,加藤 健一,A3,70.08,前橋@10/13-10/15;名古屋@10/30-11/01,弥彦,弥彦Ｆ２@09/24/7R;弥彦Ｆ２@09/25/3R;弥彦Ｆ２@09/26/3R,24,0,,3.6,
015048,志佐 明,A1,90.00,奈良@10/05-10/07;いわき平@10/12-10/14;宇都宮@10/30-11/01,,,16,0,,3.2,
015053,廣田 敦士,A3,68.77,いわき平@10/04-10/06;四日市@10/16-10/18;名古屋@10/24-10/26,,,27,0,,3.6,
015054,谷本 奨輝,A2,87.95,高知@10/17-10/19;名古屋@10/24-10/26,,,21,0,,3.2,
015056,田村 風起,A1,84.85,広島@09/28-09/30;奈良@10/09-10/11;四日市@10/21-10/23,,,14,0,,4.4,
015057,小林 史也,A2,84.85,防府@09/29-10/01;奈良@10/14-10/16;京王閣@10/26-10/28,,,21,0,,4.0,
015059,畝木 努,A1,93.66,大宮@10/06-10/08;玉野@10/13-10/15,,,24,0,🥺,4.8,
015060,滝本 泰行,A1,92.66,松山@10/04-10/06;武雄@10/17-10/19,,,21,0,🚀,2.8,
015062,大室 翔,A3,70.19,奈良@09/30-10/02;川崎@10/20-10/22,,,21,0,🚀,3.0,
015083,中村 弘之輔,A1,90.73,川崎@10/09-10/11;松阪@10/21-10/23;宇都宮@10/30-11/01,,,19,1,🥺,4.8,
015084,菅田 謙仁,A2,85.00,小松島@10/03-10/05;川崎@10/24-10/26,,,18,0,,4.0,
015085,奈良 基,A2,80.85,いわき平@09/27-09/29;小倉@10/11-10/13;大宮@10/22-10/24,,,21,0,,3.8,
015087,本馬 鎌,A3,76.53,大垣@10/06-10/08;前橋@10/21-10/23,川崎,川崎Ｆ２@09/24/1R;川崎Ｆ２@09/25/6R;川崎Ｆ２@09/26/5R,15,0,🚀,3.0,
015088,神山 尚,A1,81.64,静岡@10/07-10/09;別府@10/14-10/16;奈良@10/23-10/25,,,28,0,🥺,5.0,
015091,樋口 瑛土,A2,84.04,前橋@10/13-10/15;小松島@10/24-10/26,岸和,岸和Ｆ１@09/26/4R,21,0,🚀,3.0,
015095,遠藤 勝弥,A1,87.58,大宮@10/01-10/03;高知@10/17-10/19,,,24,0,🚀,2.6,
015099,吉竹 尚城,A1,89.66,松山@10/04-10/06;静岡@10/15-10/17;大垣@10/22-10/24,,,24,0,,3.6,
015100,渡邊 颯太,A2,,小松島@10/03-10/05;静岡@10/15-10/17,,,0,0,,,
015101,松岡 晋乃介,A2,80.66,広島@09/28-09/30;静岡@10/07-10/09;豊橋@10/15-10/17,,,18,0,🥺,5.0,
015102,奥出 良,A2,80.71,いわき平@09/27-09/29;奈良@10/05-10/07;前橋@10/13-10/15;松阪@10/21-10/23,,,14,0,🥺,4.8,
015105,大崎 龍一郎,A3,73.00,富山@10/17-10/19;名古屋@10/24-10/26,,,13,1,🚀,3.0,
015107,田頭 寛之,A1,85.14,前橋@10/06-10/08;川崎@10/24-10/26,,,21,0,🥺,5.4,
015108,吉田 篤史,A2,85.94,玉野@09/27-09/29;防府@10/04-10/06;四日市@10/16-10/18,,,18,0,,3.2,
015109,大利 航平,A1,82.70,四日市@10/07-10/09;取手@10/19-10/21,別府,別府Ｆ２@09/24/9R;別府Ｆ２@09/25/8R;別府Ｆ２@09/26/7R,20,0,🥺,5.6,
015110,小出 慎也,A3,73.33,奈良@09/30-10/02;四日市@10/16-10/18,,,27,0,,3.2,
015111,布居 翼,A3,70.95,前橋@09/30-10/02;岐阜@10/10-10/12,,,24,0,,4.0,
015112,日浦 崇道,A2,75.80,大宮@10/01-10/03;奈良@10/09-10/11;小松島@10/24-10/26,,,21,0,🥺,6.4,
015114,谷口 友真,A1,87.04,佐世保@09/30-10/02;奈良@10/09-10/11,,,18,0,🥺,4.6,
015115,堀 僚介,A2,78.45,佐世保@09/30-10/02;富山@10/17-10/19,,,24,0,🥺,6.4,
015116,池野 健太,A1,96.22,川崎@10/01-10/03;奈良@10/09-10/11,,,27,0,🚀,2.0,
015119,佐伯 辰哉,A1,77.33,防府@10/04-10/06;豊橋@10/15-10/17;岐阜@10/28-10/30,,,9,0,🥺,5.2,
015120,竹内 翼,A1,93.72,小松島@10/03-10/05;熊本@10/12-10/14;久留米@10/27-10/29,,,18,0,🚀,2.6,
015126,高山 雄丞,A2,82.47,奈良@10/09-10/11;武雄@10/27-10/29,,,21,0,🥺,4.8,
015131,池部 壮太,A1,85.72,武雄@09/27-09/29;別府@10/14-10/16;奈良@10/23-10/25,,,18,0,,3.8,
015155,三浦 大輝,A3,74.95,取手@10/19-10/21;武雄@10/27-10/29,川崎,川崎Ｆ２@09/24/1R;川崎Ｆ２@09/25/7R;川崎Ｆ２@09/26/5R,21,0,,4.0,
015156,門脇 翼,A2,79.55,大宮@10/06-10/08;川崎@10/20-10/22,青森,青森Ｆ２@09/26/6R,18,0,🥺,5.0,
015157,高橋 大輝,A2,81.83,大宮@10/01-10/03;静岡@10/15-10/17,熊本,熊本Ｆ２@09/24/3R;熊本Ｆ２@09/25/1R;熊本Ｆ２@09/26/3R,18,0,,3.4,
015158,猪野 泰介,A3,69.22,青森@10/19-10/21;宇都宮@10/30-11/01,川崎,川崎Ｆ２@09/24/5R;川崎Ｆ２@09/25/1R;川崎Ｆ２@09/26/1R,22,1,,3.2,
015159,坂本 拓也,A1,88.57,いわき平@09/27-09/29;前橋@10/13-10/15;松阪@10/21-10/23,,,21,0,🚀,3.0,
015160,牧田 賢也,A3,70.95,高知@10/07-10/09;大宮@10/22-10/24;松戸@10/30-11/01,,,21,0,,4.0,
015162,蕗澤 鴻太郎,A1,94.94,前橋@10/06-10/08;静岡@10/15-10/17;奈良@10/23-10/25,,,17,0,🚀,1.4,
015163,戸塚 涼介,A2,81.66,いわき平@09/27-09/29;松山@10/04-10/06;前橋@10/13-10/15;川崎@10/24-10/26,,,18,0,🥺,5.0,
015164,菱沼 元樹,A3,75.85,前橋@10/13-10/15;名古屋@10/30-11/01,,,27,0,🚀,2.8,
015165,寺沼 将彦,A1,90.11,いわき平@10/04-10/06;武雄@10/17-10/19,,,18,0,,3.2,
015166,内田 淳,A3,76.00,前橋@09/30-10/02;川崎@10/09-10/11;松戸@10/30-11/01,弥彦,弥彦Ｆ２@09/24/2R;弥彦Ｆ２@09/25/6R;弥彦Ｆ２@09/26/7R,18,0,🚀,2.0,
015167,小林 裕一朗,A1,79.16,いわき平@10/12-10/14;武雄@10/27-10/29,,,12,0,🥺,5.2,
015172,能代谷 元,A1,93.66,奈良@10/14-10/16;青森@10/24-10/26,,,3,0,🚀,3.0,
015175,桜井 大地,A2,82.68,武雄@10/03-10/05;前橋@10/13-10/15;小松島@10/24-10/26,青森,青森Ｆ２@09/26/6R,22,0,,4.4,
015176,望月 一成,A1,94.16,小松島@10/03-10/05;武雄@10/17-10/19;川崎@10/24-10/26,,,18,0,🚀,2.4,
015177,森川 康輔,A3,74.80,富山@10/17-10/19;久留米@10/27-10/29,,,21,0,🚀,2.8,
015180,下岡 将也,A2,79.90,佐世保@09/30-10/02;平塚@10/08-10/10,,,21,0,🥺,4.8,
015181,栗田 万生,A2,80.93,武雄@10/03-10/05;川崎@10/20-10/22,青森,青森Ｆ２@09/26/1R,15,0,🥺,4.8,
015182,吉川 希望,A1,92.19,大宮@10/01-10/03;名古屋@10/24-10/26,,,21,0,,3.2,
015184,中野 雄喜,A1,91.70,岐阜@10/10-10/12;佐世保@10/18-10/20,岸和,岸和Ｆ１@09/26/5R,17,0,🥺,4.8,
015185,布居 大地,A2,85.13,大宮@10/06-10/08;四日市@10/16-10/18,,,15,1,,3.6,
015187,鮫島 康治,A2,85.80,広島@10/18-10/20;岐阜@10/28-10/30,,,21,0,,3.8,
015188,浜田 翔平,A3,67.68,いわき平@10/04-10/06;取手@10/19-10/21;名古屋@10/30-11/01,弥彦,弥彦Ｆ２@09/24/1R;弥彦Ｆ２@09/25/4R;弥彦Ｆ２@09/26/5R,19,1,,3.4,
015189,山本 隼人,A2,89.94,佐世保@09/30-10/02;平塚@10/08-10/10;四日市@10/21-10/23,,,19,0,🚀,2.6,
015190,大中 拓磨,A3,74.81,奈良@09/30-10/02;大宮@10/12-10/14,別府,別府Ｆ２@09/24/3R;別府Ｆ２@09/25/3R;別府Ｆ２@09/26/3R,27,1,🚀,2.8,
015192,藤原 俊太郎,A1,87.42,防府@10/04-10/06;四日市@10/16-10/18,別府,別府Ｆ２@09/24/8R;別府Ｆ２@09/25/11R;別府Ｆ２@09/26/6R,14,0,🚀,2.8,
015193,藏本 徹二,A1,90.95,防府@09/29-10/01;富山@10/10-10/12;久留米@10/27-10/29,,,20,0,,4.4,
015194,船瀬 惇平,A1,93.00,川崎@10/01-10/03;小倉@10/11-10/13;四日市@10/21-10/23,,,18,0,,4.0,
015200,谷口 幸司,A2,83.78,武雄@10/03-10/05;名古屋@10/24-10/26,,,23,0,,3.8,
015202,今野 大輔,A1,95.84,平塚@09/28-09/30;奈良@10/09-10/11;武雄@10/17-10/19,,,19,0,🚀,3.0,
015204,吉田 智哉,A1,95.52,久留米@10/01-10/03;豊橋@10/15-10/17,,,21,0,🚀,1.6,
015208,金ヶ江 勇気,A1,93.25,佐世保@09/30-10/02;奈良@10/09-10/11,熊本,熊本Ｆ２@09/24/7R;熊本Ｆ２@09/25/5R;熊本Ｆ２@09/26/7R,24,0,🚀,2.2,
015209,中野 真吾,A2,77.47,武雄@09/27-09/29;防府@10/04-10/06;名古屋@10/24-10/26,,,17,0,🥺,5.8,
015210,白濱 一平,A2,84.86,久留米@10/01-10/03;大垣@10/27-10/29,,,15,0,,3.2,
015212,山口 龍也,A1,89.88,佐世保@09/30-10/02;富山@10/10-10/12;広島@10/18-10/20,,,18,0,,3.4,
015214,境 啓亨,A2,82.38,久留米@10/01-10/03;平塚@10/08-10/10;武雄@10/17-10/19,別府,別府Ｆ２@09/24/8R;別府Ｆ２@09/25/8R;別府Ｆ２@09/26/5R,18,0,,3.6,
015215,照屋 将貴,A3,74.68,武雄@10/09-10/11;久留米@10/27-10/29,,,19,1,,3.6,
015233,渋谷 海,A1,85.53,,,,15,0,,3.8,
015234,八嶋 稔真,A1,84.66,大垣@10/06-10/08;小田原@10/20-10/22;西武園@10/30-11/01,,,21,0,,4.0,
015237,太田 将成,A2,85.65,武雄@10/03-10/05;いわき平@10/12-10/14,岸和,岸和Ｆ１@09/26/1R,20,0,🥺,5.4,
015238,井寺 亮太,A1,83.53,別府@10/14-10/16;武雄@10/27-10/29,熊本,熊本Ｆ２@09/24/2R;熊本Ｆ２@09/25/1R;熊本Ｆ２@09/26/3R,15,0,,3.4,
015240,前川 大輔,A1,93.27,いわき平@10/12-10/14;川崎@10/24-10/26,,,18,0,🚀,2.8,
015241,山田 祐太,A3,72.29,前橋@09/30-10/02;静岡@10/07-10/09;取手@10/19-10/21,,,24,0,,3.2,
015245,尾崎 悠生,A1,88.61,大宮@10/01-10/03;奈良@10/14-10/16;青森@10/24-10/26,,,21,0,🚀,2.8,
015247,小玉 勇一,A2,83.61,静岡@10/07-10/09;青森@10/24-10/26,,,21,0,🥺,5.4,
015253,清水 健次,A3,69.64,松戸@10/03-10/05;いわき平@10/21-10/23,,,14,0,🥺,5.0,
015254,鈴木 輝大,A1,92.66,前橋@10/13-10/15;川崎@10/24-10/26,,,21,0,🥺,4.6,
015255,樋口 開土,A1,83.00,取手@10/19-10/21,,,27,0,,3.6,
015257,舟山 佑京,A3,76.28,前橋@09/30-10/02;大宮@10/22-10/24;名古屋@10/30-11/01,,,21,0,,3.2,
015259,小林 稜武,A1,90.41,川崎@10/09-10/11;富山@10/17-10/19;青森@10/24-10/26,,,12,0,🥺,5.0,
015260,國井 裕樹,A3,73.06,松戸@10/03-10/05;富山@10/17-10/19,,,15,0,,3.8,
015262,内山 雅貴,A1,97.48,青森@09/30-10/02;川崎@10/09-10/11,,,25,1,🚀,2.2,
015264,渡邉 直弥,A2,83.60,川崎@10/01-10/03;いわき平@10/12-10/14;青森@10/24-10/26,,,20,0,🥺,4.6,
015265,井田 晶之,A2,81.34,いわき平@10/04-10/06;熊本@10/12-10/14,,,26,0,🥺,4.8,
015266,福田 真平,A1,84.00,防府@09/29-10/01;静岡@10/07-10/09;別府@10/14-10/16,,,6,0,,4.0,
015267,橋本 英也,A1,93.22,大宮@10/22-10/24,,,23,0,🚀,3.0,
015270,元砂 海人,A3,71.90,武雄@10/09-10/11;大宮@10/22-10/24,奈良,奈良Ｆ２@09/24/2R;奈良Ｆ２@09/25/6R;奈良Ｆ２@09/26/5R,10,0,,4.2,
015271,大城 慶之,A2,85.66,玉野@09/27-09/29;熊本@10/12-10/14;宇都宮@10/30-11/01,,,15,0,,4.2,
015273,中武 三四郎,A2,84.17,防府@10/04-10/06;小倉@10/11-10/13;久留米@10/27-10/29,熊本,熊本Ｆ２@09/24/4R;熊本Ｆ２@09/25/1R;熊本Ｆ２@09/26/6R,20,0,,3.4,
015275,伊藤 歩登,A2,85.33,四日市@10/16-10/18;青森@10/29-10/31,,,21,0,,3.6,
015276,佐伯 亮輔,S2,98.00,川崎@10/01-10/03,,,22,0,,3.8,
015277,高井 流星,A2,87.20,佐世保@09/30-10/02;四日市@10/07-10/09;広島@10/18-10/20,,,21,0,🥺,4.6,
015278,田中 和磨,A1,93.47,松山@10/04-10/06;豊橋@10/15-10/17,,,19,1,,3.4,
015279,山崎 駿哉,A2,87.13,広島@09/28-09/30;熊本@10/12-10/14;川崎@10/20-10/22,,,15,0,,3.2,
015280,藤井 將,A1,92.76,小松島@10/03-10/05;奈良@10/23-10/25;弥彦@10/30-11/01,熊本,熊本Ｆ２@09/24/5R;熊本Ｆ２@09/25/6R;熊本Ｆ２@09/26/4R,14,1,,4.4,
015281,増田 仁,A2,80.00,川崎@10/01-10/03;小倉@10/11-10/13;別府@10/28-10/30,,,26,0,🥺,5.2,
015283,安本 昇平,A3,71.04,武雄@10/09-10/11;四日市@10/16-10/18,奈良,奈良Ｆ２@09/24/7R;奈良Ｆ２@09/25/7R;奈良Ｆ２@09/26/5R,21,0,🚀,3.0,
015284,田村 裕也,A2,75.42,佐世保@10/18-10/20;別府@10/28-10/30,,,21,0,🥺,6.8,
015285,久樹 克門,A1,92.47,防府@09/29-10/01;大宮@10/06-10/08;玉野@10/13-10/15,,,21,0,🚀,2.6,
015286,土居 佑次,A3,69.38,前橋@09/30-10/02;奈良@10/09-10/11,,,21,0,🥺,4.6,
015287,山中 崇弘,A2,81.42,武雄@10/03-10/05;奈良@10/23-10/25,,,21,1,,4.2,
015288,薦田 将伍,A1,93.35,防府@09/29-10/01;平塚@10/08-10/10;武雄@10/27-10/29,,,20,0,,3.2,
015290,真崎 章徳,A3,67.91,久留米@10/01-10/03;青森@10/14-10/16,,,12,0,,4.4,
015293,中里 福太郎,A2,81.83,平塚@09/28-09/30;静岡@10/15-10/17;青森@10/24-10/26,,,18,0,🥺,4.6,
015294,小原 亮哉,A1,87.22,武雄@10/03-10/05;広島@10/18-10/20;大垣@10/27-10/29,岸和,岸和Ｆ１@09/26/2R,18,0,,3.2,
015295,篠田 樹,A3,69.91,久留米@10/01-10/03;岐阜@10/10-10/12;川崎@10/20-10/22,別府,別府Ｆ２@09/24/1R;別府Ｆ２@09/25/2R;別府Ｆ２@09/26/1R,24,0,,4.4,
015299,曽我 圭佑,A1,92.11,松山@10/04-10/06;別府@10/28-10/30,,,27,0,,3.6,
015300,ラモス レオ,A3,68.92,久留米@10/01-10/03;防府@10/23-10/25,,,14,0,🥺,5.8,
015327,阿部 架惟都,A1,90.84,静岡@10/07-10/09;川崎@10/24-10/26,,,19,0,,4.0,
015330,伊藤 奎,A1,86.38,小松島@10/03-10/05;青森@10/24-10/26,熊本,熊本Ｆ２@09/24/3R;熊本Ｆ２@09/25/1R;熊本Ｆ２@09/26/2R,21,0,🚀,3.0,
015331,宇佐見 優介,A1,94.19,武雄@10/17-10/19;西武園@10/30-11/01,青森,青森Ｆ２@09/26/7R,21,0,🚀,2.8,
015332,鈴木 涼介,A1,91.40,静岡@10/07-10/09;川崎@10/20-10/22,,,20,1,🚀,3.0,
015338,土田 栄二,A1,91.66,川崎@10/09-10/11;松阪@10/21-10/23,,,15,0,🚀,2.0,
015339,土田 武志,A1,88.54,大垣@10/06-10/08;静岡@10/15-10/17,,,22,1,🚀,2.8,
015344,荒木 貴大,A1,90.92,いわき平@10/04-10/06;小松島@10/24-10/26,青森,青森Ｆ２@09/26/7R,13,1,,3.4,
015345,浅見 隼,A1,88.00,玉野@09/27-09/29;武雄@10/03-10/05;佐世保@10/18-10/20,,,24,0,,3.6,
015346,鈴木 薫,A1,95.94,大宮@10/01-10/03;富山@10/10-10/12;小田原@10/26-10/28,,,18,0,🚀,2.0,
015348,寺沼 伊織,A1,90.94,いわき平@09/27-09/29;川崎@10/09-10/11;大宮@10/22-10/24,,,18,0,🚀,2.2,
015350,山本 修平,A2,85.72,京王閣@10/26-10/28,青森,青森Ｆ２@09/26/3R,18,0,,3.6,
015351,宮下 一歩,A1,82.14,青森@09/30-10/02;富山@10/10-10/12;川崎@10/24-10/26,,,21,0,🥺,4.6,
015353,松坂 侑亮,A1,86.85,小松島@10/03-10/05;小田原@10/26-10/28,,,24,0,,3.8,
015355,磯村 蓮太,A3,68.09,静岡@10/07-10/09;大宮@10/22-10/24,,,21,0,🥺,5.0,
015357,藤井 稜也,A2,80.85,小田原@10/20-10/22;久留米@10/27-10/29,熊本,熊本Ｆ２@09/24/5R;熊本Ｆ２@09/25/1R;熊本Ｆ２@09/26/1R,21,0,,4.4,
015359,山口 聖矢,A1,86.61,玉野@09/27-09/29;奈良@10/14-10/16;別府@10/28-10/30,,,15,0,🚀,3.0,
015360,勝谷 勝治,A2,81.00,広島@10/18-10/20;西武園@10/30-11/01,,,24,0,🥺,5.8,
015364,吉堂 将規,A1,93.38,玉野@09/27-09/29;四日市@10/16-10/18;奈良@10/23-10/25,,,18,0,,3.8,
015365,古賀 勝大,A1,95.88,防府@09/29-10/01;大宮@10/06-10/08;四日市@10/16-10/18,,,18,0,🚀,1.0,
015367,南 蓮,A3,68.19,奈良@09/30-10/02;取手@10/19-10/21,,,21,0,🥺,5.4,
015368,井坂 泰誓,A3,73.29,武雄@10/09-10/11;いわき平@10/21-10/23;宇都宮@10/30-11/01,,,27,0,🚀,2.4,
015371,田上 晃也,A3,79.86,平塚@10/03-10/05;青森@10/19-10/21,奈良,奈良Ｆ２@09/24/5R;奈良Ｆ２@09/25/5R;奈良Ｆ２@09/26/7R,15,0,🚀,2.6,
015372,野上 竜太,A2,88.28,松山@10/04-10/06;岐阜@10/10-10/12;四日市@10/16-10/18,,,21,0,,3.2,
015375,村上 竜馬,A1,92.38,奈良@10/09-10/11;広島@10/18-10/20;武雄@10/27-10/29,,,13,0,,4.0,
