reg_no,name,grade,score,entries,racing_now,retired
015273,中武 三四郎,A2,86.50,前橋@08/15-08/17;別府@09/16-09/18;熊本@09/24-09/26,,
015275,伊藤 歩登,A2,85.00,和歌山@08/23-08/25;西武園@08/31-09/02;高知@09/09-09/11;久留米@09/17-09/19,,
015276,佐伯 亮輔,A1,96.22,大垣@08/17-08/19;高知@08/25-08/27;立川@09/03-09/05;佐世保@09/20-09/22,,
015277,高井 流星,A2,87.58,川崎@08/19-08/21;いわき平@09/07-09/09;高知@09/20-09/22,,
015278,田中 和磨,A1,94.44,高知@08/18-08/20;防府@09/04-09/06;立川@09/22-09/24,,
015279,山崎 駿哉,A2,87.16,武雄@08/21-08/23;京王閣@09/08-09/10;広島@09/28-09/30,,
015280,藤井 將,A1,93.77,富山@08/20-08/22;いわき平@09/15-09/17;熊本@09/24-09/26,武雄,
015281,増田 仁,A2,79.00,四日市@08/17-08/19;岐阜@08/24-08/26;高知@09/09-09/11;久留米@09/17-09/19,,
015283,安本 昇平,A3,69.33,川崎@09/10-09/12;小松島@09/17-09/19;奈良@09/24-09/26,,
015284,田村 裕也,A2,75.55,防府@08/23-08/25;大垣@09/07-09/09;小松島@09/23-09/25,奈良,
015285,久樹 克門,A1,91.58,岐阜@08/24-08/26;宇都宮@08/31-09/02;大垣@09/07-09/09;防府@09/29-10/01,,
015286,土居 佑次,A3,70.08,豊橋@08/18-08/20;武雄@09/09-09/11;小松島@09/17-09/19,,
015287,山中 崇弘,A2,78.66,大垣@08/17-08/19;高知@08/25-08/27;京王閣@09/08-09/10;佐世保@09/20-09/22,,
015288,薦田 将伍,A1,94.83,奈良@08/20-08/22;玉野@09/08-09/10;伊東@09/23-09/25,武雄,
015290,真崎 章徳,A3,65.88,玉野@08/20-08/22;武雄@09/09-09/11;川崎@09/24-09/26,,
015293,中里 福太郎,A2,81.77,岸和田@08/27-08/29;西武園@09/06-09/08;防府@09/15-09/17;平塚@09/28-09/30,,
015294,小原 亮哉,A1,86.16,高知@08/25-08/27;久留米@09/17-09/19;岸和田@09/26-09/28,,
015295,篠田 樹,A3,69.50,松山@08/21-08/23;京王閣@09/08-09/10;別府@09/24-09/26,,
015299,曽我 圭佑,A1,92.66,武雄@08/21-08/23;玉野@09/02-09/04;大宮@09/13-09/15,京王,
015300,ラモス レオ,A3,70.57,別府@08/16-08/18;武雄@09/09-09/11;広島@09/20-09/22,,
015327,阿部 架惟都,A1,91.08,大垣@08/17-08/19;松戸@09/01-09/03;四日市@09/09-09/11,,
015330,伊藤 奎,A1,85.77,大垣@08/21-08/23;川崎@08/30-09/01;いわき平@09/07-09/09;熊本@09/24-09/26,武雄,
015331,宇佐見 優介,A1,93.50,弥彦@08/18-08/20;四日市@08/29-08/31;富山@09/10-09/12;青森@09/26-09/28,,
015332,鈴木 涼介,A1,93.87,前橋@08/15-08/17;宇都宮@08/31-09/02;高知@09/09-09/11,,
015338,土田 栄二,A1,89.88,高知@08/25-08/27;松戸@09/01-09/03;豊橋@09/11-09/13,武雄,
015339,土田 武志,A1,86.40,伊東@08/16-08/18;西武園@08/31-09/02;高知@09/09-09/11;立川@09/16-09/18,,
015344,荒木 貴大,A1,91.66,川崎@08/19-08/21;防府@09/15-09/17;青森@09/26-09/28,,
015345,浅見 隼,A1,88.66,大垣@08/17-08/19;小倉@08/28-08/30;豊橋@09/04-09/06;松山@09/19-09/21,,
015346,鈴木 薫,A1,96.77,松阪@08/31-09/02;いわき平@09/07-09/09;弥彦@09/19-09/21,武雄,
015348,寺沼 伊織,A1,89.91,前橋@08/15-08/17;松阪@08/31-09/02;京王閣@09/08-09/10;いわき平@09/27-09/29,,
015350,山本 修平,A2,86.00,伊東@08/16-08/18;松阪@09/05-09/07;いわき平@09/15-09/17;青森@09/26-09/28,,
015351,宮下 一歩,A1,83.25,大垣@08/21-08/23;四日市@08/29-08/31;西武園@09/06-09/08;岐阜@09/13-09/15,,
015353,松坂 侑亮,A1,88.00,弥彦@08/18-08/20;西武園@08/31-09/02;玉野@09/08-09/10;立川@09/16-09/18,青森,
015355,磯村 蓮太,A3,67.33,宇都宮@08/24-08/26;松山@09/12-09/14;大垣@09/22-09/24,西武,
015357,藤井 稜也,A2,79.91,静岡@08/15-08/17;岐阜@08/24-08/26;立川@09/03-09/05;熊本@09/24-09/26,,
015359,山口 聖矢,A1,84.66,四日市@08/29-08/31;大垣@09/07-09/09;玉野@09/27-09/29,奈良,
015360,勝谷 勝治,A2,81.83,松山@08/21-08/23;四日市@08/29-08/31;久留米@09/05-09/07;大垣@09/22-09/24,,
015364,吉堂 将規,A1,94.22,奈良@08/26-08/28;岐阜@09/13-09/15;高知@09/20-09/22;玉野@09/27-09/29,,
015365,古賀 勝大,A1,94.22,和歌山@08/23-08/25;岐阜@08/30-09/01;大垣@09/07-09/09;防府@09/29-10/01,,
015367,南 蓮,A3,68.83,熊本@08/24-08/26;西武園@08/31-09/02;岸和田@09/14-09/16,,
015368,井坂 泰誓,A3,73.41,松山@08/21-08/23;静岡@08/30-09/01;西武園@09/06-09/08;大垣@09/22-09/24,,
015371,田上 晃也,A3,80.44,玉野@08/20-08/22;小松島@09/17-09/19;奈良@09/24-09/26,,
015372,野上 竜太,A2,89.16,玉野@08/20-08/22;久留米@09/05-09/07;静岡@09/18-09/20,,
015375,村上 竜馬,A1,95.50,防府@08/23-08/25;四日市@09/09-09/11;松山@09/19-09/21;岸和田@09/26-09/28,京王,
015377,蒋野 翔太,A1,87.16,高知@08/18-08/20;小松島@08/27-08/29;川崎@09/10-09/12;佐世保@09/20-09/22,,
015379,下野 義城,A2,81.50,川崎@08/19-08/21;小倉@08/28-08/30;久留米@09/05-09/07;岐阜@09/13-09/15,,
015382,竹元 健竜,A2,79.11,佐世保@08/18-08/20;松阪@08/25-08/27;久留米@09/05-09/07;防府@09/29-10/01,,
015384,天野 純平,A2,80.50,高知@08/25-08/27;久留米@09/17-09/19;玉野@09/27-09/29,,
015387,緒方 慎太朗,A2,87.11,佐世保@08/18-08/20;小松島@08/27-08/29;防府@09/04-09/06;別府@09/16-09/18,,
015388,松尾 勇吾,A1,92.16,小松島@08/27-08/29;玉野@09/08-09/10;防府@09/15-09/17;熊本@09/24-09/26,武雄,
015414,大森 光明,A2,84.77,岐阜@08/24-08/26;立川@09/03-09/05;岸和田@09/26-09/28,,
015415,坂本 紘規,A1,93.77,伊東@08/16-08/18;玉野@09/02-09/04;岸和田@09/14-09/16;青森@09/26-09/28,,
015419,黒滝 大翔,A1,79.50,武雄@08/21-08/23;岐阜@08/30-09/01;立川@09/16-09/18;岸和田@09/26-09/28,青森,
015421,秋本 耀太郎,A1,89.00,伊東@08/16-08/18;四日市@08/29-08/31;松阪@09/05-09/07;岸和田@09/14-09/16;いわき平@09/27-09/29,,
015423,上川 直紀,A1,89.88,富山@08/20-08/22;川崎@08/30-09/01;伊東@09/07-09/09;青森@09/26-09/28,,
015424,中村 隆生,A1,90.77,立川@08/17-08/19;小倉@08/28-08/30;京王閣@09/08-09/10;岸和田@09/26-09/28,,
015425,藤野 竜也,A3,69.83,四日市@08/29-08/31;立川@09/16-09/18;奈良@09/24-09/26,,
015427,戸邉 捺希,A1,90.58,和歌山@08/23-08/25;富山@09/03-09/05;いわき平@09/15-09/17,青森,
015428,藤田 周磨,A1,96.55,前橋@08/15-08/17;和歌山@08/23-08/25;松山@08/31-09/02;川崎@09/17-09/19;熊本@09/24-09/26,,
015429,山田 雄大,A1,87.58,弥彦@08/18-08/20;武雄@09/03-09/05;佐世保@09/12-09/14;いわき平@09/27-09/29,,
015432,水森 湧太,A1,85.33,玉野@08/26-08/28;豊橋@09/04-09/06;立川@09/22-09/24,京王,
015433,山本 勝利,A1,96.66,武雄@08/21-08/23;和歌山@08/30-09/01;四日市@09/09-09/11;立川@09/22-09/24,,
015434,片桐 善也,A1,92.77,松阪@08/31-09/02;弥彦@09/07-09/09;武雄@09/27-09/29,奈良,
015442,仁藤 秀,A1,95.75,四日市@08/17-08/19;松戸@09/01-09/03;立川@09/16-09/18,,
015445,内藤 久文,A1,91.77,玉野@08/20-08/22;富山@09/03-09/05;佐世保@09/12-09/14;別府@09/24-09/26,,
015446,林 敬宏,A1,92.16,松山@08/21-08/23;和歌山@08/30-09/01;いわき平@09/07-09/09;高知@09/20-09/22,,
015447,小浦 凪,A2,84.12,前橋@08/15-08/17;岐阜@08/30-09/01;高知@09/09-09/11;弥彦@09/19-09/21,,
015455,枠元 一葵,A2,80.91,松阪@08/25-08/27;富山@09/03-09/05;静岡@09/18-09/20,,
015456,安藤 直希,A2,81.33,岐阜@08/30-09/01;富山@09/10-09/12;別府@09/24-09/26,,
015457,村田 瑞季,A1,95.11,前橋@08/15-08/17;奈良@08/26-08/28;久留米@09/05-09/07;大垣@09/22-09/24,,
015459,中村 泰輔,A2,77.55,宇都宮@08/31-09/02;久留米@09/17-09/19;武雄@09/27-09/29,京王,
015460,仲野 結音,A1,94.50,大垣@08/21-08/23;松山@08/31-09/02;豊橋@09/11-09/13;青森@09/21-09/23,,
015461,土生 敦弘,A1,98.83,岸和田@08/27-08/29;豊橋@09/04-09/06;佐世保@09/20-09/22,奈良,
015462,溝口 葵,A1,90.25,四日市@08/17-08/19;西武園@08/31-09/02;大垣@09/07-09/09;佐世保@09/20-09/22,,
015467,倉松 涼,A3,75.66,奈良@08/20-08/22;いわき平@08/30-09/01;京王閣@09/08-09/10;松山@09/19-09/21,,
015469,犬塚 貴之,A1,90.80,西武園@08/21-08/23;静岡@09/18-09/20;岸和田@09/26-09/28,,
015471,中村 翔平,A2,88.20,松山@08/21-08/23;防府@09/04-09/06;青森@09/14-09/16;平塚@09/28-09/30,,
015472,吉田 勇気,A3,73.06,静岡@08/30-09/01;豊橋@09/11-09/13;広島@09/20-09/22,,
015481,山川 奨太,A2,81.33,武雄@08/21-08/23;玉野@09/02-09/04;松山@09/19-09/21;岸和田@09/26-09/28,,
015482,松本 一志,A3,71.28,立川@08/22-08/24;いわき平@08/30-09/01;大垣@09/13-09/15;広島@09/20-09/22,,
015483,谷元 奎心,A1,88.08,玉野@09/08-09/10;熊本@09/24-09/26,,
015505,荻原 寿嗣,A1,89.58,静岡@08/15-08/17;松阪@08/31-09/02;川崎@09/17-09/19,,
015506,佐藤 啓斗,A2,78.83,川崎@08/19-08/21;宇都宮@08/31-09/02;大垣@09/07-09/09,,
015507,上遠野 拓馬,A1,88.25,川崎@08/19-08/21;岐阜@09/13-09/15;いわき平@09/27-09/29,,
015508,菅野 航基,A1,96.66,四日市@08/29-08/31;弥彦@09/07-09/09;青森@09/14-09/16;大垣@09/22-09/24,,
015510,田口 勇介,A1,91.83,高知@08/25-08/27;玉野@09/08-09/10;平塚@09/28-09/30,,
015511,中込 健太,A3,76.00,豊橋@08/18-08/20;松戸@09/01-09/03;立川@09/16-09/18;弥彦@09/24-09/26,,
015512,大高 彰馬,A1,91.00,高知@08/18-08/20;岐阜@08/30-09/01;川崎@09/10-09/12;伊東@09/23-09/25,,
015513,菊池 翔,A2,84.00,佐世保@08/18-08/20;弥彦@09/07-09/09,,
015515,平山 優太,A2,80.61,立川@08/17-08/19;川崎@09/10-09/12;武雄@09/27-09/29,,
015523,邊見 祐太,A3,79.66,四日市@08/29-08/31;豊橋@09/11-09/13;大宮@09/21-09/23,,
015526,梅田 加津也,A1,85.58,前橋@08/15-08/17;松阪@08/31-09/02;川崎@09/17-09/19,,
015531,深瀬 泰我,A1,83.11,高知@08/18-08/20;岸和田@08/27-08/29;武雄@09/03-09/05;前橋@09/11-09/13,,
015532,石田 拓真,A1,94.00,富山@08/20-08/22;立川@09/03-09/05;小松島@09/23-09/25,,
015533,岩城 佑典,A2,82.00,川崎@08/19-08/21;岐阜@09/13-09/15;佐世保@09/20-09/22,,
015534,牛田 樹希斗,A2,76.14,大垣@08/21-08/23;四日市@08/29-08/31;豊橋@09/11-09/13;別府@09/24-09/26,,
015535,佐藤 竜太,A1,89.83,防府@08/23-08/25;武雄@09/03-09/05;久留米@09/17-09/19,,
015536,疋田 力也,A1,96.66,高知@08/18-08/20;宇都宮@08/31-09/02;四日市@09/09-09/11,,
015538,村瀬 大和,A2,83.50,奈良@08/20-08/22;西武園@09/06-09/08;岸和田@09/14-09/16,,
015542,中嶋 樹,A3,70.45,別府@08/16-08/18;熊本@08/24-08/26;富山@09/10-09/12;松山@09/19-09/21,,
015544,大槇 大介,A1,92.50,小松島@08/27-08/29;玉野@09/08-09/10;別府@09/16-09/18;防府@09/29-10/01,,
015545,橋本 凌汰,A1,91.00,大垣@09/07-09/09;松山@09/19-09/21,奈良,
015547,米嶋 恵介,A1,94.83,松阪@08/25-08/27;玉野@09/02-09/04;高知@09/09-09/11;静岡@09/18-09/20,武雄,
015548,白井 優太朗,A1,85.50,玉野@08/20-08/22;佐世保@09/12-09/14;広島@09/28-09/30,,
015549,阿部 龍也,A3,70.91,松阪@08/25-08/27;久留米@09/05-09/07;武雄@09/16-09/18;奈良@09/24-09/26,,
015550,山崎 航,A1,90.00,防府@08/23-08/25;玉野@09/02-09/04;松山@09/19-09/21,,
015554,近藤 翔馬,A1,89.87,小松島@08/27-08/29;富山@09/03-09/05;佐世保@09/12-09/14;弥彦@09/19-09/21,,
015556,上野 恭哉,A2,89.22,高知@08/25-08/27;玉野@09/02-09/04;大宮@09/13-09/15,,
015557,梶原 大地,A1,89.33,四日市@08/17-08/19;武雄@09/03-09/05;岐阜@09/13-09/15,,
015558,川野 深,A1,83.88,防府@08/23-08/25;京王閣@09/08-09/10;高知@09/20-09/22,,
015559,神開 一輝,A1,93.88,武雄@08/21-08/23;川崎@09/10-09/12;高知@09/20-09/22;玉野@09/27-09/29,,
015560,林 昴,A1,88.33,武雄@08/21-08/23;いわき平@09/07-09/09;高知@09/20-09/22,,
015561,原井 剣也,A1,90.85,富山@08/20-08/22;小松島@08/27-08/29;高知@09/09-09/11;久留米@09/17-09/19,,
015562,山本 浩成,A1,94.50,松山@08/21-08/23;小松島@08/27-08/29;玉野@09/08-09/10;高知@09/20-09/22,,
015563,久保 光司,A2,82.33,松阪@08/25-08/27;いわき平@09/07-09/09;高知@09/20-09/22;防府@09/29-10/01,武雄,
015564,高橋 綜一郎,A1,,弥彦@09/19-09/21;玉野@09/27-09/29,,
015565,入江 航太,A2,88.55,玉野@08/20-08/22;川崎@09/10-09/12;佐世保@09/20-09/22,,
015567,北川 大成,A2,78.50,奈良@08/26-08/28;玉野@09/02-09/04;大宮@09/13-09/15,岐阜,
015568,田川 翔琉,A1,86.57,玉野@08/20-08/22;立川@09/03-09/05;熊本@09/24-09/26,,
015569,谷口 力也,A1,89.50,玉野@08/20-08/22;大垣@09/07-09/09;いわき平@09/15-09/17;防府@09/29-10/01,,
015571,吉田 悟,A3,67.00,弥彦@09/02-09/04;大垣@09/13-09/15;別府@09/24-09/26,,
015594,金田 涼馬,A2,89.44,川崎@08/19-08/21;松阪@09/05-09/07;弥彦@09/19-09/21,,
015599,堀 航輝,A1,84.66,大垣@09/07-09/09;青森@09/14-09/16,,
015600,照井 力斗,A1,85.25,前橋@08/15-08/17;立川@09/03-09/05;富山@09/10-09/12,,
015602,比佐 宝太,A1,90.55,大垣@08/17-08/19;岸和田@08/27-08/29;豊橋@09/04-09/06;大宮@09/13-09/15,,
015603,小坂 丈,A2,87.22,立川@08/17-08/19;青森@09/14-09/16;平塚@09/28-09/30,,
015606,近藤 圭佑,A3,78.66,伊東@08/16-08/18;いわき平@08/30-09/01;西武園@09/06-09/08;川崎@09/17-09/19,,
015607,中山 拓人,A2,88.00,伊東@08/16-08/18;立川@09/03-09/05;川崎@09/17-09/19,,
015611,長谷川 飛向,A1,86.50,立川@08/17-08/19;岐阜@08/30-09/01;弥彦@09/07-09/09;青森@09/14-09/16,,
015617,添田 龍児,A1,86.16,静岡@08/15-08/17;四日市@08/29-08/31;伊東@09/07-09/09;平塚@09/28-09/30,,
015618,高本 和也,A1,87.83,伊東@08/16-08/18;防府@08/23-08/25;富山@09/03-09/05;川崎@09/10-09/12;いわき平@09/27-09/29,,
015621,長谷川 裕一,A2,76.83,和歌山@08/23-08/25;松阪@09/05-09/07;高知@09/20-09/22,岐阜,
015622,伊藤 温希,A2,81.50,松阪@08/25-08/27;松戸@09/01-09/03;佐世保@09/20-09/22,,
015623,野崎 翼,A2,81.41,松山@08/21-08/23;富山@09/03-09/05;佐世保@09/12-09/14,,
015625,真鍋 顕汰,A1,98.16,奈良@08/20-08/22;四日市@08/29-08/31;富山@09/10-09/12;松山@09/19-09/21;玉野@09/27-09/29,,
015626,近谷 涼,A1,97.66,川崎@08/19-08/21;岐阜@08/30-09/01;青森@09/21-09/23;広島@09/28-09/30,,
015627,南儀 拓海,A1,91.66,富山@08/20-08/22;西武園@09/06-09/08;岐阜@09/13-09/15;防府@09/29-10/01,,
015632,常次 勇人,A1,91.41,小倉@08/28-08/30;岸和田@09/14-09/16;熊本@09/24-09/26,,
015633,中釜 健次,A1,87.91,玉野@08/26-08/28;静岡@09/18-09/20;岸和田@09/26-09/28,,
015634,末廣 快理,A2,93.66,岐阜@08/24-08/26;松戸@09/01-09/03;岸和田@09/14-09/16;熊本@09/24-09/26,,
015635,藤岡 徹也,A1,87.00,前橋@08/15-08/17;防府@08/23-08/25;松阪@08/31-09/02;佐世保@09/20-09/22,,
015637,近藤 雄太,A3,80.93,立川@08/22-08/24;松山@09/12-09/14;川崎@09/24-09/26,,
015639,松下 綾馬,A1,87.08,富山@09/03-09/05;小松島@09/23-09/25,,
015640,矢部 駿人,A1,91.75,四日市@08/17-08/19;静岡@09/18-09/20;武雄@09/27-09/29,,
015642,眞砂 英作,A2,82.77,松山@08/21-08/23;武雄@09/03-09/05;高知@09/20-09/22,,
015644,中野 光太郎,A1,82.00,四日市@08/17-08/19;玉野@08/26-08/28;豊橋@09/04-09/06;弥彦@09/19-09/21;広島@09/28-09/30,,
015650,田代 匠,A2,87.66,武雄@08/21-08/23;豊橋@09/04-09/06;佐世保@09/20-09/22,京王,
015652,橋本 陸,A1,87.16,防府@09/04-09/06;伊東@09/23-09/25,岐阜,
015655,一丸 尚伍,A1,97.88,松阪@08/25-08/27;武雄@09/03-09/05;久留米@09/17-09/19;玉野@09/27-09/29,,
015657,高橋 優斗,A1,84.77,松山@08/21-08/23;川崎@08/30-09/01;別府@09/16-09/18;岸和田@09/26-09/28,,
015658,長松 大祐,A2,85.33,佐世保@08/18-08/20;高知@09/09-09/11;別府@09/24-09/26,,
015659,池田 伍功羽,A2,80.77,奈良@08/20-08/22;武雄@09/03-09/05;立川@09/22-09/24,,
015662,中山 遼太郎,A2,81.55,防府@08/23-08/25;玉野@09/08-09/10;高知@09/20-09/22;広島@09/28-09/30,,
015664,米村 光星,A2,78.88,松山@08/21-08/23;富山@09/03-09/05;佐世保@09/12-09/14,,
015665,福田 要,A2,89.91,高知@08/25-08/27;玉野@09/02-09/04;静岡@09/18-09/20;平塚@09/28-09/30,,
015685,小笠原 一真,A1,93.33,西武園@08/21-08/23;武雄@09/03-09/05;弥彦@09/19-09/21;岸和田@09/26-09/28,,
015688,佐々木 祐太,A1,82.75,弥彦@08/18-08/20;小倉@08/28-08/30;伊東@09/07-09/09;いわき平@09/27-09/29,,
015689,菊地 圭,A1,93.77,弥彦@08/18-08/20;京王閣@09/08-09/10;別府@09/16-09/18,,
015691,岡部 伶音,A1,91.77,富山@08/20-08/22;小倉@08/28-08/30;弥彦@09/07-09/09;川崎@09/17-09/19,青森,
015693,松田 昂己,A2,85.77,前橋@08/15-08/17;小倉@08/28-08/30;豊橋@09/04-09/06;川崎@09/17-09/19,,
015698,佐藤 譲士郎,A3,77.00,四日市@08/29-08/31;弥彦@09/07-09/09;立川@09/16-09/18,西武,
015699,助川 翔太郎,A1,82.33,静岡@08/15-08/17;松阪@08/31-09/02;弥彦@09/07-09/09,,
015700,吉田 晏生,A1,90.41,大垣@08/17-08/19;松阪@09/05-09/07;立川@09/22-09/24,,
015701,石田 典大,A1,89.00,西武園@08/21-08/23;和歌山@08/30-09/01;玉野@09/08-09/10;立川@09/16-09/18,,
015704,坪内 恒,A1,91.08,大垣@08/17-08/19;松阪@09/05-09/07;青森@09/26-09/28,,
015705,鳥海 創,A2,83.30,岐阜@08/30-09/01;弥彦@09/07-09/09;いわき平@09/27-09/29,青森,
015707,池邉 聖,A1,81.85,弥彦@08/18-08/20;玉野@08/26-08/28;松戸@09/01-09/03;岐阜@09/13-09/15,,
015708,山口 直樹,A3,73.55,立川@08/17-08/19;熊本@08/24-08/26;弥彦@09/02-09/04;小松島@09/17-09/19,,
015709,神尾 敬冬,A1,90.66,富山@09/10-09/12;川崎@09/17-09/19,,
015710,鈴木 康平,A3,64.88,伊東@08/16-08/18;宇都宮@08/24-08/26;西武園@09/06-09/08;立川@09/16-09/18,,
015712,松本 京太,A1,94.33,立川@08/17-08/19;伊東@09/07-09/09;いわき平@09/27-09/29,,
015714,望月 嘉人,A3,71.33,伊東@08/27-08/29;富山@09/10-09/12;川崎@09/17-09/19;弥彦@09/24-09/26,,
015719,出口 謙一郎,A1,89.33,和歌山@08/23-08/25;防府@09/04-09/06;弥彦@09/19-09/21;武雄@09/27-09/29,岐阜,
015720,山元 大夢,A3,78.22,立川@08/22-08/24;弥彦@09/02-09/04;武雄@09/09-09/11;奈良@09/24-09/26,,
015721,内山 慧大,A1,91.00,松山@08/21-08/23;富山@09/03-09/05;大垣@09/22-09/24,,
015722,竹澤 雅也,A2,79.54,富山@08/20-08/22;西武園@09/06-09/08;防府@09/29-10/01,,
015726,龍野 琳太郎,A1,89.41,松山@08/21-08/23;久留米@09/05-09/07;佐世保@09/20-09/22,武雄,
015732,宮道 良輔,A3,74.26,宇都宮@08/24-08/26;京王閣@09/08-09/10;いわき平@09/15-09/17;奈良@09/24-09/26,,
015734,岡崎 陸登,A1,87.66,松山@08/21-08/23;川崎@08/30-09/01;大垣@09/07-09/09;防府@09/15-09/17,,
015735,岡本 翔,A2,81.75,高知@08/25-08/27;京王閣@09/08-09/10;広島@09/28-09/30,,
015736,中岡 海,A2,76.33,小松島@08/27-08/29;立川@09/03-09/05;静岡@09/18-09/20;武雄@09/27-09/29,京王,
015737,火島 裕輝,A1,86.91,宇都宮@08/31-09/02;久留米@09/17-09/19,京王,
015739,楠本 政明,A3,71.33,立川@08/22-08/24;いわき平@08/30-09/01;松山@09/19-09/21;平塚@09/28-09/30,,
015740,櫻木 雄太,A1,87.33,奈良@08/20-08/22;小松島@08/27-08/29;富山@09/03-09/05;佐世保@09/12-09/14,,
015741,堀川 敬太郎,A1,91.66,高知@08/18-08/20;玉野@08/26-08/28;久留米@09/05-09/07;佐世保@09/20-09/22,,
015742,堀越 翔己,A2,85.00,西武園@08/21-08/23;いわき平@09/15-09/17;小松島@09/23-09/25,,
015743,丸林 駿太,A2,79.00,佐世保@08/18-08/20;大垣@09/07-09/09;松山@09/19-09/21,,
015746,峯口 司,A2,80.60,高知@08/25-08/27;岐阜@09/13-09/15;熊本@09/24-09/26,,
015748,田中 会心,A1,88.75,佐世保@08/18-08/20;玉野@09/02-09/04;いわき平@09/15-09/17,,
015750,徳永 泰粋,A1,88.33,川崎@08/19-08/21;四日市@09/09-09/11;久留米@09/17-09/19;別府@09/24-09/26,武雄,
015751,半田 誠,A1,96.00,小倉@08/28-08/30;豊橋@09/04-09/06;防府@09/15-09/17;別府@09/24-09/26,岐阜,
015752,石川 航大,A1,91.00,高知@08/25-08/27;防府@09/04-09/06;青森@09/21-09/23;平塚@09/28-09/30,岐阜,
015753,枝村 弘樹,A1,89.55,岐阜@08/24-08/26;松山@08/31-09/02;佐世保@09/20-09/22,奈良,
015754,成海 大聖,A2,89.50,小松島@08/27-08/29;防府@09/04-09/06;いわき平@09/15-09/17;平塚@09/28-09/30,奈良,
015780,小田 恭介,A1,86.33,岸和田@08/27-08/29;富山@09/03-09/05;静岡@09/18-09/20,,
015781,齊藤 英伊須,A1,95.50,川崎@08/30-09/01;立川@09/16-09/18;熊本@09/24-09/26,,
015783,吉田 優斗,A1,87.55,大垣@08/21-08/23;松阪@08/31-09/02;前橋@09/11-09/13,京王,
015785,福田 健太,A1,90.25,四日市@08/29-08/31;西武園@09/06-09/08;立川@09/16-09/18,,
015788,平根 優大,A2,93.11,西武園@08/21-08/23;富山@09/10-09/12;青森@09/21-09/23,,
015790,藤田 祐大,A1,95.16,立川@08/17-08/19;玉野@08/26-08/28;立川@09/03-09/05;いわき平@09/15-09/17,,
015791,岡部 陸斗,A1,96.16,西武園@08/31-09/02;富山@09/10-09/12,京王,
015792,貝原 涼太,A1,86.41,前橋@08/15-08/17;岐阜@08/24-08/26;京王閣@09/08-09/10;伊東@09/23-09/25,,
015795,今井 希,A1,87.11,立川@08/17-08/19;岸和田@08/27-08/29;前橋@09/11-09/13;青森@09/26-09/28,,
015796,川田 真也,A1,86.66,奈良@08/26-08/28;玉野@09/02-09/04;川崎@09/10-09/12,青森,
015797,中島 淳,A2,90.33,弥彦@08/18-08/20;松阪@08/31-09/02;伊東@09/07-09/09,,
015798,橋谷 成海,A1,85.22,前橋@08/15-08/17;岸和田@08/27-08/29;伊東@09/07-09/09;別府@09/16-09/18,,
015800,川越 宏臣,A2,89.44,防府@08/23-08/25;玉野@09/02-09/04;川崎@09/10-09/12,京王,
015801,織茂 雄一郎,A3,74.00,別府@08/16-08/18;宇都宮@08/24-08/26;京王閣@09/08-09/10;川崎@09/17-09/19,,
015803,西村 剛,A1,91.00,弥彦@08/18-08/20;宇都宮@08/31-09/02;大垣@09/07-09/09;いわき平@09/27-09/29,,
015805,山下 祐輔,A1,91.00,伊東@08/16-08/18;豊橋@09/04-09/06;佐世保@09/12-09/14;青森@09/26-09/28,,
015806,山本 天平,A2,86.83,弥彦@08/18-08/20;松阪@08/31-09/02;伊東@09/07-09/09;青森@09/14-09/16,,
015809,高野 信元,A1,92.88,岐阜@08/24-08/26;松阪@08/31-09/02;前橋@09/11-09/13,,
015810,瀧川 幸広,A2,80.77,玉野@08/20-08/22;武雄@09/03-09/05;岸和田@09/26-09/28,,
015811,水谷 亮太,A2,85.88,松阪@08/25-08/27;豊橋@09/04-09/06;前橋@09/11-09/13;立川@09/22-09/24,,
015812,森崎 英登,A1,86.16,松阪@08/25-08/27;松戸@09/01-09/03;高知@09/09-09/11,,
015813,山本 和虎,A2,85.11,四日市@08/17-08/19;和歌山@08/30-09/01;大宮@09/13-09/15;防府@09/29-10/01,,
015817,梅澤 忠秀,A1,94.00,静岡@08/15-08/17;岸和田@08/27-08/29;松阪@09/05-09/07;防府@09/29-10/01,,
015819,弓矢 輪太郎,A1,85.83,奈良@08/20-08/22;豊橋@09/04-09/06;高知@09/20-09/22,,
015820,岩元 叶馬,A1,88.55,和歌山@08/30-09/01;富山@09/10-09/12;久留米@09/17-09/19,奈良,
015821,志田 愛希飛,A1,94.66,大垣@08/17-08/19;松阪@09/05-09/07;防府@09/15-09/17;伊東@09/23-09/25,,
015824,中嶋 響,A3,64.00,奈良@08/20-08/22;松戸@09/01-09/03;松山@09/12-09/14,,
015827,藤原 夏志,A2,82.33,川崎@08/19-08/21;和歌山@08/30-09/01;西武園@09/06-09/08;岐阜@09/13-09/15;高知@09/20-09/22,,
015828,秋末 蓮,A2,86.44,前橋@08/15-08/17;松阪@08/25-08/27;久留米@09/05-09/07;別府@09/24-09/26,,
015829,油谷 蒼,A2,78.50,大垣@08/21-08/23;防府@09/04-09/06;前橋@09/11-09/13,,
015830,細中 翔太,A1,94.00,佐世保@08/18-08/20;久留米@09/05-09/07;青森@09/14-09/16;防府@09/29-10/01,,
015831,三木 健正,A1,82.33,奈良@08/26-08/28;武雄@09/03-09/05;川崎@09/10-09/12,,
